date,norm_mvrv_z,norm_puell,norm_price_200w_ratio,norm_stable_30d,norm_dom_proxy_30d_roc,btc_score,btc_score_lagged,regime,action
2021-12-16,26.92729402624472,10.554801392442776,38.42226027139933,29.97877180697638,50.46474885363572,27.944631266674005,31.150213791727847,BEAR,EXIT
2021-12-17,25.60220849575698,16.56905543485805,36.87608412352992,29.668071692650123,49.96494574579749,28.644848560624858,29.839041152962032,BEAR,EXIT
2021-12-18,26.18478479081932,12.670892090888952,37.496948484989204,30.92528722893847,52.28161785343488,28.389503026650132,30.70474469608318,BEAR,EXIT
2021-12-19,26.151261898464256,16.63325696338869,37.25013998905515,29.64676989287453,46.17037900888399,28.517774193017058,30.734353634040907,BEAR,EXIT
2021-12-20,26.25012894761686,15.932130469348763,37.512633885562494,28.98862641459225,46.11002484274892,28.319894525198478,28.2581107201171,BEAR,EXIT
2021-12-21,28.407959001711514,20.658925498974384,39.614293476266134,29.051962449243312,44.101495326235764,30.37792167052035,29.738711349348172,BEAR,EXIT
2021-12-22,27.990985539416506,17.660751253970243,39.118084505862946,30.01707214365641,44.49964832273755,29.58862603031232,29.968499881167425,BEAR,EXIT
2021-12-23,30.003531404651596,19.81796140517605,41.32900629046171,30.23077218695568,38.35559786923564,30.591526645748747,27.944631266674005,BEAR,EXIT
2021-12-24,30.03843796676997,19.58100685732597,41.23097093267635,29.149365096009245,37.921277403179644,30.317509795617106,28.644848560624858,BEAR,EXIT
2021-12-25,29.84299125010218,18.421578783957116,40.90512259332036,28.883992124928504,36.81095499736984,29.753010908160263,28.389503026650132,BEAR,EXIT
2021-12-26,30.030594471633936,15.730178705914039,41.021092841611164,27.35697865513254,37.702052527714336,29.01969363733224,28.517774193017058,BEAR,EXIT
2021-12-27,30.006816795331737,18.79115644882958,40.85325950855838,26.669620974873805,37.44747307662837,29.615676506412502,28.319894525198478,BEAR,EXIT
2021-12-28,26.826045904829993,14.237677389714671,37.54122195283289,26.436877924882694,37.754618784281554,26.856471076604805,30.37792167052035,BEAR,EXIT
2021-12-29,25.618993638672187,15.60317932022863,36.180162108844236,25.455141169748064,32.41381226071263,25.882177744961133,29.58862603031232,BEAR,EXIT
2021-12-30,26.258496039628493,10.961175724649099,36.83634855862309,24.3551027406672,25.432406942382798,24.181618560113797,30.591526645748747,BEAR,EXIT
2021-12-31,25.503878366691495,16.287627718078085,35.84735752617121,22.62040001424764,28.98199689340541,25.1838016362389,30.317509795617106,BEAR,EXIT
2022-01-01,26.763512835179213,21.47226546543238,37.35841025671996,22.578444101579983,27.78392278675736,27.03396116216858,29.753010908160263,BEAR,EXIT
2022-01-02,26.569089478043118,18.384448508341368,36.83699239699751,22.677627017109923,33.02697186371441,26.638578688835707,29.01969363733224,BEAR,EXIT
2022-01-03,25.670460571442288,14.411322873231573,35.869456364930414,20.349828447370914,26.34684251946385,24.165018681778687,29.615676506412502,BEAR,EXIT
2022-01-04,25.17109080751821,15.4372787243844,35.180497462325754,17.385894235871007,25.809974186749557,23.635627969872317,26.856471076604805,BEAR,EXIT
2022-01-05,22.77220102970856,14.631835222660847,32.71406732799514,17.557931246430726,22.233234559694054,21.889445723110825,25.882177744961133,BEAR,EXIT
2022-01-06,22.428873453489384,13.635773342840219,32.20382492568687,16.835091634402946,20.03207848285193,21.106841950339877,24.181618560113797,BEAR,EXIT
2022-01-07,20.814800041364943,11.553961183976295,30.37969212264772,16.196956531243238,12.295303023578214,18.86794251497741,25.1838016362389,BEAR,EXIT
2022-01-08,21.150197739543554,12.261563448449527,30.565591660851183,16.166505433416102,8.48647165476143,18.797191496634245,27.03396116216858,BEAR,EXIT
2022-01-09,21.2652791058031,11.757405278417016,30.622610986500643,15.345464286988525,16.835128811499118,19.428789772843505,26.638578688835707,BEAR,EXIT
2022-01-10,21.221402352955977,12.0410728218938,30.57657292699567,15.699867709114134,14.746618619461657,19.321645515072664,24.165018681778687,BEAR,EXIT
2022-01-11,22.250304803718315,15.420675780483878,31.4666750857733,15.694584217516649,19.206330505324175,21.098416086551037,23.635627969872317,BEAR,EXIT
2022-01-12,23.491046060526337,12.751224621559802,32.66026257933792,16.850990605932687,23.010391869695866,21.595860267274926,21.889445723110825,BEAR,EXIT
2022-01-13,22.12298818301698,18.964164114174412,31.174103003027394,17.00391038725532,24.556894540014966,22.619034096143974,21.106841950339877,BEAR,EXIT
2022-01-14,22.642457350994313,15.750282169469958,31.648395679985025,17.442752410291043,21.305979489941052,21.80699769420055,18.86794251497741,BEAR,EXIT
2022-01-15,22.753781165695784,17.002466202532222,31.699041171331938,18.060932061619926,19.976545481826875,22.123353492033853,18.797191496634245,BEAR,EXIT
2022-01-16,22.714217227539493,18.484825775510462,31.52987944902855,18.127374192038737,19.842030085324026,22.44475663928339,19.428789772843505,BEAR,EXIT
2022-01-17,21.746839640081006,15.49376986773484,30.624502204905795,17.585693079856192,16.070153977456584,20.76726415966326,19.321645515072664,BEAR,EXIT
2022-01-18,22.00153587237371,11.186177325575432,30.670107517865556,17.770576150895696,14.366680736403652,19.633281092953805,21.098416086551037,BEAR,EXIT
2022-01-19,21.39460016924928,17.169931610017684,29.950506013819776,18.356945893153124,14.030178406721333,20.857523880688262,21.595860267274926,BEAR,EXIT
2022-01-20,20.358503265141188,15.765526419608166,28.826101113047002,17.96012690695362,16.056299821141877,20.113801825211027,22.619034096143974,BEAR,EXIT
2022-01-21,16.05879087688832,7.577111166017778,24.462548449205315,17.814971362155436,10.131913853190582,15.289861834054378,21.80699769420055,BEAR,EXIT
2022-01-22,14.529023448184365,6.81130722918374,23.060005721805037,17.40464085888675,8.716306426616626,14.155861757606926,22.123353492033853,BEAR,EXIT
2022-01-23,15.91387641372327,8.411837086556822,24.178824828281613,17.250918055277097,13.219736418609074,15.622498511564983,22.44475663928339,BEAR,EXIT
2022-01-24,16.387599376320214,10.143453106119171,24.618914939552,17.082888685245354,5.0126656128958444,15.439625941412645,20.76726415966326,BEAR,EXIT
2022-01-25,16.72057221094328,10.559159894165541,24.798369089387148,17.733511304969433,6.631277026507902,15.938789853098005,19.633281092953805,BEAR,EXIT
2022-01-26,16.62147161173954,7.1677345160816,24.636473305867252,19.03578517216015,8.37088955989664,15.3981265055294,20.857523880688262,BEAR,EXIT
2022-01-27,16.867045226737144,7.533146775473126,25.009892562748483,19.717183849400143,4.245933176755372,15.327549669524679,20.113801825211027,BEAR,EXIT
2022-01-28,17.72328694093783,11.461630578114551,25.554271724123694,19.00442350799519,10.75157715562527,17.21906931339653,15.289861834054378,BEAR,EXIT
2022-01-29,18.139103045563992,10.91457911018592,25.896895854324725,19.14113046960661,11.875242395902134,17.408448672111827,14.155861757606926,BEAR,EXIT
2022-01-30,18.066848596781757,10.242252038068148,25.598387577572808,19.83536542422789,11.10521722603238,17.186121640303547,15.622498511564983,BEAR,EXIT
2022-01-31,18.5904289620848,10.174090868428626,26.136057651812166,19.900395260843453,14.30566391466823,17.76348861668837,15.439625941412645,BEAR,EXIT
2022-02-01,18.716286228503655,12.13604820319117,26.375579838855405,19.070427068092737,14.958419686078756,18.280419915941756,15.938789853098005,BEAR,EXIT
2022-02-02,16.773381091309638,10.744757336946648,24.468859039333466,19.88184552889524,16.105827177807356,17.20483501661127,15.3981265055294,BEAR,EXIT
2022-02-03,16.918183732804728,9.857027024638509,24.528961720257826,21.912557670625308,11.802260763863544,16.912613947032764,15.327549669524679,BEAR,EXIT
2022-02-04,21.15457581069973,9.84266483723896,29.11247351299527,20.419470950676317,14.712415048980418,19.163695802618204,17.21906931339653,BEAR,EXIT
2022-02-05,21.592119937965467,7.8806208242889255,28.876740194018453,19.3673599559604,19.641810717775783,19.0924242914372,17.408448672111827,BEAR,EXIT
2022-02-06,22.483815689484096,14.766185200030327,29.81432862864858,18.96688679737949,21.775827071869244,21.422172459376373,17.186121640303547,BEAR,EXIT
2022-02-07,24.04906753449261,12.199114764021497,31.204481906720854,18.32971015450693,25.590466062196043,21.813898462092972,17.76348861668837,BEAR,EXIT
2022-02-08,24.302501148069325,15.660936280283085,31.419752760311482,19.123335781439987,22.25631619612507,22.58406695338237,18.280419915941756,BEAR,EXIT
2022-02-09,24.520350072248426,13.238013894145892,31.55972802363681,18.633528706369685,28.5193648766938,22.624519893563196,17.20483501661127,BEAR,EXIT
2022-02-10,23.652159084145467,14.212732824057426,30.742112598452053,17.002040012289036,20.70403640239445,21.417963093031208,16.912613947032764,BEAR,EXIT
2022-02-11,22.296433055969768,12.531562884120909,29.499904858434235,15.594822040245646,16.64946185606452,19.725971101151305,19.163695802618204,BEAR,EXIT
2022-02-12,22.080436246068693,20.18073853362184,29.25570412613358,14.892886537363564,17.088576585214867,21.46324697157881,19.0924242914372,BEAR,EXIT
2022-02-13,22.101212041487226,15.0109062634043,29.19664234794696,13.920562498736935,15.281984276396969,19.838701450336874,21.422172459376373,BEAR,EXIT
2022-02-14,22.58043984456764,14.466044771910006,29.530410977907422,12.973925832221012,15.833731702009374,19.826187386963365,21.813898462092972,BEAR,EXIT
2022-02-15,24.510776913956782,19.825730665291733,31.410972832469426,12.569058786816411,18.868886209274578,22.36410774595377,22.58406695338237,BEAR,EXIT
2022-02-16,24.025333918931775,15.90436846837226,30.84352942464526,11.24280587871322,21.80225243502622,21.219044303011255,22.624519893563196,BEAR,EXIT
2022-02-17,20.41186140932262,13.797382177338491,27.305488975671725,9.40964456444806,23.729655833514443,18.818414030284405,21.417963093031208,BEAR,EXIT
2022-02-18,19.841811917320374,9.656877997501171,26.772494461530844,8.876961952671923,21.46423829622198,17.19923008940056,19.725971101151305,BEAR,EXIT
2022-02-19,19.907703690088546,12.200691063674924,26.846133004471373,8.624021785908068,21.139105610140447,17.799224302739823,21.46324697157881,BEAR,EXIT
2022-02-20,18.286747184393132,10.354497570916251,25.136685352531945,8.217263831218942,26.454312358114777,16.98000642904771,19.838701450336874,BEAR,EXIT
2022-02-21,16.78492959761406,6.357179200257168,23.65583160274789,8.495631856360825,31.80379184199934,15.810663962552145,19.826187386963365,BEAR,EXIT
2022-02-22,17.977013315373465,11.679698121419992,24.88364163317394,8.662143492721027,28.360398500816373,17.425118225591618,22.36410774595377,BEAR,EXIT
2022-02-23,17.03326822942778,10.738070933252668,23.8897150513392,8.500091111251859,34.627092414316024,17.31016412052872,21.219044303011255,BEAR,EXIT
2022-02-24,18.08256628530447,8.56639103507083,24.83109790449137,7.928128099654394,31.842735995421705,16.906080039747653,18.818414030284405,BEAR,EXIT
2022-02-25,19.202205808456522,9.48926771605078,25.731038760110543,6.2291224627182915,36.058665270985244,17.81942132007803,17.19923008940056,BEAR,EXIT
2022-02-26,18.936118100016248,7.779511116649039,25.466725779193506,5.439971844266289,39.75032653127156,17.510086794772935,17.799224302739823,BEAR,EXIT
2022-02-27,17.473063577569977,8.874251350775806,24.15938759596292,6.571936438141096,33.166132819987496,16.594763177877443,16.98000642904771,BEAR,EXIT
2022-02-28,23.193842053837955,15.340391534934536,29.4518510621336,6.782051515112328,28.722852205644926,20.573213660143082,15.810663962552145,BEAR,EXIT
2022-03-01,24.366085483215457,17.94623151559763,30.61170171433851,6.615346362201047,26.77046778859375,21.588072599921276,17.425118225591618,BEAR,EXIT
2022-03-02,23.977692629172168,13.11327565922632,30.08729382501733,6.010623754669637,25.146329390093896,19.905311970771535,17.31016412052872,BEAR,EXIT
2022-03-03,22.37162012393313,14.144812805301221,28.57656455656517,5.950613449076973,20.8727966244862,18.942873829628446,16.906080039747653,BEAR,EXIT
2022-03-04,18.855403121537986,10.444404762793607,25.307572478066636,4.604846672364423,19.808150992205327,16.00077872284832,17.81942132007803,BEAR,EXIT
2022-03-05,19.157899328390098,7.857730766417085,25.524455903132058,3.52915677122564,22.816786934242614,15.62774587985582,17.510086794772935,BEAR,EXIT
2022-03-06,18.119039531753103,8.595639587032451,24.487505878876302,3.397080081568735,19.860583314133407,14.977743275707956,16.594763177877443,BEAR,EXIT
2022-03-07,17.875358418800378,11.193687476041223,24.09128937907964,2.6410177680940685,17.23923837476437,15.099363773156895,20.573213660143082,BEAR,EXIT
2022-03-08,18.526189849041355,11.619855428539475,24.69299759086568,2.218753607445234,20.271495664984187,15.761382937635615,21.588072599921276,BEAR,EXIT
2022-03-09,21.93267013403987,11.948798156740882,27.820052811439172,1.7034754156729428,18.352362451333647,17.22176869916932,19.905311970771535,BEAR,EXIT
2022-03-10,19.21964894528657,11.671510392340894,25.324828003101292,0.7504304149872078,21.673663226915522,16.028668767231085,18.942873829628446,BEAR,EXIT
2022-03-11,18.566498874646083,10.099867241077733,24.60959268444285,0.0,17.82825495431591,14.799660504983418,16.00077872284832,BEAR,EXIT
2022-03-12,17.840072789742166,13.103462055231505,24.694125722301877,0.0,22.386780306706143,15.805390525861517,15.62774587985582,BEAR,EXIT
2022-03-13,16.613966437332603,11.605256814156723,23.635209253395384,0.0,25.37312059437312,15.149858044855351,14.977743275707956,BEAR,EXIT
2022-03-14,18.580851126341404,13.25694574549888,25.356763641750756,0.1029941877034142,23.671799701622817,16.342473600945084,15.099363773156895,BEAR,EXIT
2022-03-15,18.278420508919975,10.704645965197669,24.988258060652136,0.0,26.984427586841335,15.855782014789972,15.761382937635615,BEAR,EXIT
2022-03-16,17.72111095645629,14.664869116239117,26.049047165903904,0.0,27.48466573984348,16.940826573161797,17.22176869916932,BEAR,EXIT
2022-03-17,17.60329024288151,15.291143941685933,25.842934118052597,0.0,25.27072751847156,16.799432633743614,16.028668767231085,BEAR,EXIT
2022-03-18,15.669098325677608,13.041924412749681,25.65396099175079,0.1727137855045409,28.23225647431768,15.941135514498308,14.799660504983418,BEAR,EXIT
2022-03-19,16.07249911913295,15.400550501230443,25.964196790894672,0.39298399649200294,27.71471418035179,16.69514573673541,15.805390525861517,BEAR,EXIT
2022-03-20,15.042435419579483,14.597383927272386,25.01238258198084,0.12228525682477061,28.971334349228982,16.080029347534722,15.149858044855351,BEAR,EXIT
2022-03-21,14.770500526302541,14.392529523577732,24.748425339811174,0.0,32.55939725847725,16.234907332595157,16.342473600945084,BEAR,EXIT
2022-03-22,15.686671367404667,14.619525308583128,25.891406679026108,0.0,32.77684697555232,16.816848770727635,15.855782014789972,BEAR,EXIT
2022-03-23,16.05740023259031,14.17597302305977,26.233610908101607,0.0,31.895433324555455,16.797478839617902,16.940826573161797,BEAR,EXIT
2022-03-24,17.433476243840936,14.556056215238607,27.293212218125497,0.0,32.45291793640456,17.57299116422749,16.799432633743614,BEAR,EXIT
2022-03-25,17.60242800364575,17.358468235765425,27.62594367165675,0.0,30.605475847529462,18.206081779119376,15.941135514498308,BEAR,EXIT
2022-03-26,17.78038540011574,18.309055980654744,27.745340260990652,0.0,34.44405094242228,18.904852761638764,16.69514573673541,BEAR,EXIT
2022-03-27,20.282448833533312,13.808149079924359,29.840452382172412,0.5148864342450196,28.733656037779426,18.455460965390262,16.080029347534722,BEAR,EXIT
2022-03-28,20.64049067456013,19.796325899797,30.050709242087486,0.5412944435411435,29.24345670753668,20.156910363019627,16.234907332595157,BEAR,EXIT
2022-03-29,17.332590882318808,18.473699727267213,29.5185717340432,0.27900261291223716,33.258265349368116,19.089593470194732,16.816848770727635,BEAR,EXIT
2022-03-30,16.8704702689006,15.01955054457357,29.026197762098604,0.0,37.04589497094859,18.325857766328152,16.797478839617902,BEAR,EXIT
2022-03-31,13.402564315878724,14.913771185055491,27.022173776146307,0.0,38.170880468653344,16.970734893122085,17.57299116422749,BEAR,EXIT
2022-04-01,14.100568470054167,16.09892174714151,27.696515099922948,0.7162552084698189,41.88453404997349,18.09009568405404,18.206081779119376,BEAR,EXIT
2022-04-02,13.717688163275648,14.450432461343897,27.213239012786904,1.382668903904927,43.19173295905977,17.697135998367767,18.904852761638764,BEAR,EXIT
2022-04-03,14.283505799033646,15.551135480962005,27.738039056971015,2.2672989014481426,44.239868825024395,18.48452513906446,18.455460965390262,BEAR,EXIT
2022-04-04,14.499278362639151,19.618334092912793,27.862157392710827,2.3622472473534923,42.70646994122388,19.45178259178752,20.156910363019627,BEAR,EXIT
2022-04-05,13.310772141299745,16.32637486612983,26.83028299252453,1.768068656166128,43.888998370621856,18.094992092914392,19.089593470194732,BEAR,EXIT
2022-04-06,10.48174287599549,15.721597803088127,24.379065563362158,1.0683227597648135,42.92345508631572,16.403329348839403,18.325857766328152,BEAR,EXIT
2022-04-07,10.79918194060271,13.678346917952105,24.63795225114603,1.2993637286923907,42.35913534227536,16.017749855429443,16.970734893122085,BEAR,EXIT
2022-04-08,9.201081610412613,12.274821413026649,23.410514132261774,0.9119731909720992,46.344147480343565,15.28234338951297,18.09009568405404,BEAR,EXIT
2022-04-09,9.742956229760583,16.0641641929332,23.831733521957997,1.1953555070116428,46.26506189830507,16.51108413743533,17.697135998367767,BEAR,EXIT
2022-04-10,9.237750914356493,13.303718008294055,23.2707542867349,1.3663802253468018,46.67251647433396,15.623614314962857,18.48452513906446,BEAR,EXIT
2022-04-11,6.004406042744328,11.262949017429808,20.613261399385753,0.6722747124756958,44.783698995995444,13.318922453528799,19.45178259178752,BEAR,EXIT
2022-04-12,6.615482417590027,14.505017853655033,21.156883240195636,0.12885635844565646,44.43958364947067,14.305562655443808,18.094992092914392,BEAR,EXIT
2022-04-13,7.882218700612563,12.901251483120562,22.085634322779196,0.0,46.588486586685285,14.665954004188276,16.403329348839403,BEAR,EXIT
2022-04-14,6.34480501634811,11.786577328305208,20.82656874576782,0.0,44.39902275904826,13.455301862039127,16.017749855429443,BEAR,EXIT
2022-04-15,5.816819474906112,15.770837650792094,20.92555152313415,0.11654051135212053,41.85783461947409,14.076130098446914,15.28234338951297,BEAR,EXIT
2022-04-16,5.710330133131934,11.320704744805102,20.74686742368134,0.0,41.24489965319766,12.81713867619689,16.51108413743533,BEAR,EXIT
2022-04-17,4.810146417979415,16.337801972190558,20.00771557420075,0.0,37.828534357949806,13.311890969076593,15.623614314962857,BEAR,EXIT
2022-04-18,6.174607716613399,11.648740430530522,21.031031291895157,0.0,38.05827684313836,12.776601365309517,13.318922453528799,BEAR,EXIT
2022-04-19,6.980927569112161,10.248530446355382,21.63221294091013,0.03281184698708321,38.78399401880127,12.86617464943271,14.305562655443808,BEAR,EXIT
2022-04-20,6.856682388231329,16.84813817098128,21.486959109679347,0.11988536860558327,35.914872450381424,14.175901131479566,14.665954004188276,BEAR,EXIT
2022-04-21,5.617631661569601,17.915138282013938,20.006202507755038,0.6693321201495507,35.48046578209882,13.813760966757687,13.455301862039127,BEAR,EXIT
2022-04-22,4.778724034580094,11.349743370924338,18.590777898458587,1.3498072435532635,35.820564249179526,11.773736144247772,14.076130098446914,BEAR,EXIT
2022-04-23,4.594871501573241,16.128805700519802,18.097380817040733,1.8463908641803737,35.600524393645216,12.867150108001649,12.81713867619689,BEAR,EXIT
2022-04-24,4.513139133386241,17.452437395224347,17.863130917488142,2.551119373829343,36.204391704712044,13.292784348865194,13.311890969076593,BEAR,EXIT
2022-04-25,5.7016022298378255,16.798166497386482,18.49345032006318,2.3745870843361248,35.647753050621844,13.529675725023209,12.776601365309517,BEAR,EXIT
2022-04-26,2.8236540461871904,11.295417086988081,15.945060008330742,1.7142542269499845,35.053333435077235,10.622433964819548,12.86617464943271,BEAR,EXIT
2022-04-27,4.237211722592018,17.295005279588178,16.997036605029237,1.3629165579254385,34.31575781018887,12.6303354223882,14.175901131479566,BEAR,EXIT
2022-04-28,4.8903007937190255,10.950537402513737,15.496261967667785,1.1784925856836768,33.263457945759896,10.80709666470624,13.813760966757687,BEAR,EXIT
2022-04-29,3.532889407560369,13.504220739564616,14.348434670565267,1.3367195784678776,31.389552452222887,10.64507212326479,11.773736144247772,BEAR,EXIT
2022-04-30,2.464865380025929,12.892056440448169,13.468522267346325,1.5430924532661017,30.159944997636586,9.90363654534266,12.867150108001649,BEAR,EXIT
2022-05-01,3.381382632124978,16.286089193166912,14.151903210606184,0.5174910183969349,27.898437622057543,10.783785145015754,13.292784348865194,BEAR,EXIT
2022-05-02,3.5873390325615895,15.223896536893248,14.134859556099718,0.5392938299419561,28.281159653292434,10.618157795032271,13.529675725023209,BEAR,EXIT
2022-05-03,2.5926865387910496,12.963121197434388,13.285274221618407,0.0,26.513554733848665,9.32699657870446,10.622433964819548,BEAR,EXIT
2022-05-04,4.95676337815025,13.710263501670134,15.197288965161073,0.0,27.37501183110156,10.69155386500498,12.6303354223882,BEAR,EXIT
2022-05-05,1.1599186857961739,13.766998794585817,12.053055998986235,0.24047148259790704,29.719179429531366,9.208325169525377,10.80709666470624,BEAR,EXIT
2022-05-06,0.6426558986758371,10.856736938844632,11.519036166567373,0.3045875023421805,31.571552330188425,8.413631595997554,10.64507212326479,BEAR,EXIT
2022-05-07,0.006083894582221638,10.633069927734349,10.939447673730431,0.13590797452107134,29.42792443888608,7.811160825121109,9.90363654534266,BEAR,EXIT
2022-05-08,0.0,11.51929176825058,9.399900935428203,0.0,27.803114187961626,7.540114547944448,10.783785145015754,BEAR,EXIT
2022-05-09,0.0,9.01972390200086,5.564476502325015,0.0,26.441148319062023,6.01194110787142,10.618157795032271,BEAR,EXIT
2022-05-10,0.7160735995152862,9.286993992408833,6.298206521653203,0.0,28.227306762354587,6.618942558522893,9.32699657870446,BEAR,EXIT
2022-05-11,0.0,6.850703038093524,3.8923516437195245,0.0,23.365645887942264,4.827710677061512,10.69155386500498,BEAR,EXIT
2022-05-12,0.36878672844016397,5.86696000785297,4.083760359901053,0.0,16.2222875792704,4.016356850402542,9.208325169525377,BEAR,EXIT
2022-05-13,0.7459367841219705,8.36277636774913,4.246653810315511,0.0,17.918003930982607,4.9556062823352365,8.413631595997554,BEAR,EXIT
2022-05-14,1.5973374688516557,7.3567920886110025,5.103203695924052,0.0,17.60098126926718,5.099138128919776,7.811160825121109,BEAR,EXIT
2022-05-15,2.9211619434769966,5.161968627935933,6.208810670391799,0.1777097668030465,18.738255525382982,5.309084891664197,7.540114547944448,BEAR,EXIT
2022-05-16,1.4514941069001241,10.300495122496008,4.79003382860634,1.7614670286193572,15.987018592161391,5.83150069192435,6.01194110787142,BEAR,EXIT
2022-05-17,2.1283273844242707,8.308277006753405,5.345242010151514,0.30834092000393504,18.546593904606823,5.685526397507208,6.618942558522893,BEAR,EXIT
2022-05-18,0.23514272374855916,5.324121330492384,3.5972759047118053,0.7982082814364281,15.674000955260496,3.8081596684315384,4.827710677061512,BEAR,EXIT
2022-05-19,2.024071381697728,4.67728888359036,5.181680862053846,1.3263511071351732,15.666554558472896,4.5784879297352425,4.016356850402542,BEAR,EXIT
2022-05-20,0.8689928744307275,4.8523113578194215,4.038253172599324,0.5944152662973173,17.402965309786083,4.110885157227145,4.9556062823352365,BEAR,EXIT
2022-05-21,1.1154492334467325,5.849917512349246,4.250984047512074,0.712277173647024,18.40971009471059,4.59512354314186,5.099138128919776,BEAR,EXIT
2022-05-22,2.187526303038862,4.562756409755813,5.084412112636562,0.5561864743068973,17.560090071772336,4.653266394201193,5.309084891664197,BEAR,EXIT
2022-05-23,0.7789767609727415,9.123078742292288,3.8820420508576046,0.6034027073401713,18.463291815160005,5.227710711653441,5.83150069192435,BEAR,EXIT
2022-05-24,1.4428014370173878,3.0144502606766124,4.064036560738689,0.8652473834079778,17.329859269854524,3.8620333429187568,5.685526397507208,BEAR,EXIT
2022-05-25,1.3852093495136977,6.394119696979579,3.973654497162698,1.134349865611331,15.124113738488106,4.491387482222054,3.8081596684315384,BEAR,EXIT
2022-05-26,1.1332201232861714,5.783362801777877,3.4500460947903635,1.0515851248896784,9.194078559257747,3.55296158104762,4.5784879297352425,BEAR,EXIT
2022-05-27,0.34581777159557037,4.908351294432536,2.732228953906975,0.7442072916759216,6.146508614556183,2.6035609010752068,4.110885157227145,BEAR,EXIT
2022-05-28,0.8640101361384815,6.449693609531401,3.15303469613232,1.2017481105945145,8.915249043971215,3.5740205034371577,4.59512354314186,BEAR,EXIT
2022-05-29,1.3193035390921477,6.831384228945211,3.5357195707287006,0.8269040199490377,9.785898536658152,3.9134064897678584,4.653266394201193,BEAR,EXIT
2022-05-30,4.022953671276523,9.257649574558684,5.751245251981627,1.0035864314506289,13.044559472202039,6.126541457356751,5.227710711653441,BEAR,EXIT
2022-05-31,4.10269047729223,8.165215297451459,5.8507230077118235,1.7893116247673064,7.830308813438336,5.493683194151828,3.8620333429187568,BEAR,EXIT
2022-06-01,1.8047326905933314,5.4667152281841584,3.8082010834434348,1.730222406232788,7.250334907878425,3.6543056826354867,4.491387482222054,BEAR,EXIT
2022-06-02,2.6870730565161733,4.347466597712973,4.429329775491555,2.1611070059693445,5.857285294924267,3.688749101869235,3.55296158104762,BEAR,EXIT
2022-06-03,1.7319368235981367,6.390517327336331,3.6465170982799786,2.69611502219053,4.392883734539467,3.690219425352046,2.6035609010752068,BEAR,EXIT
2022-06-04,1.9244124316925644,5.81801200768853,3.781673520052422,2.579831804998051,3.5505199498955022,3.5301882011796444,3.5740205034371577,BEAR,EXIT
2022-06-05,2.0838517500182374,6.7706097060388455,3.8048251860822635,3.4568895596192473,4.308879932703661,4.028194415944888,3.9134064897678584,BEAR,EXIT
2022-06-06,3.78220140858286,8.461573766880706,5.22196538282865,3.2755249502485033,3.552705666004215,5.141046249998461,6.126541457356751,BEAR,EXIT
2022-06-07,3.6394367332599646,10.131146440321903,5.091453063569521,3.8462671109546673,1.6382135049653925,5.383669659912107,5.493683194151828,BEAR,EXIT
2022-06-08,2.5415030681167448,11.5897784267767,4.043205626128362,5.464605185932574,3.3372621869137333,5.62195364893613,3.6543056826354867,BEAR,EXIT
2022-06-09,2.394989232252664,6.916877641484062,3.894087274235675,6.350317933739028,1.3028949829625418,4.309370823251058,3.688749101869235,BEAR,EXIT
2022-06-10,1.2458460946164267,6.436349724390217,2.885188621297544,8.736393314293595,3.648209515006016,4.235158932386632,3.690219425352046,BEAR,EXIT
2022-06-11,0.4379509701139559,6.810968747810657,2.1474863832059086,12.463316365194034,4.941813970049338,4.627303606412072,3.5301882011796444,BEAR,EXIT
2022-06-12,0.0,2.190423628296357,0.5451310667875046,13.854363586285745,3.14371559609161,3.0491582179836128,4.028194415944888,BEAR,EXIT
2022-06-13,0.0,0.5789953376247927,0.0,13.382516362620175,2.55938671244364,2.4080649600435886,5.141046249998461,BEAR,EXIT
2022-06-14,0.0,1.7462268139682344,0.0,11.816399173353126,4.594985611211115,2.6685151406161394,5.383669659912107,BEAR,EXIT
2022-06-15,0.6366747051510522,3.984303277480948,0.2583013408917469,9.064222045312903,5.803328008773647,3.178704606768202,5.62195364893613,BEAR,EXIT
2022-06-16,0.0,0.0,0.0,10.03024978456968,0.0,1.504537467685452,4.309370823251058,BEAR,EXIT
2022-06-17,0.2833766575534618,0.0,0.05140097819137052,9.050480269172384,5.298267584249089,1.982691991705079,4.235158932386632,BEAR,EXIT
2022-06-18,0.0,3.4741680533353776,0.0,8.378247202934933,3.911011839962981,2.5163802777703825,4.627303606412072,BEAR,EXIT
2022-06-19,1.6805611335551898,2.262373976281899,1.3395595884510967,9.06352063852056,8.022183979610205,3.4994202455663554,3.0491582179836128,BEAR,EXIT
2022-06-20,1.8054772483645638,2.283065018148854,1.4412445393527586,8.252123583896816,7.629506949867832,3.40142756948844,2.4080649600435886,BEAR,EXIT
2022-06-21,1.9888608215896202,4.060708310145352,1.4914488912287986,8.270125102635253,6.3091305028275,3.7815569179370216,2.6685151406161394,BEAR,EXIT
2022-06-22,1.2753175881840708,1.6331691488195057,0.8260975339503598,8.255921344374224,2.7377533521241304,2.468270607318716,3.178704606768202,BEAR,EXIT
2022-06-23,2.5254805188432163,4.519422233243403,1.8400003785582504,7.9262118420176,7.515798908244548,4.196011456802561,1.504537467685452,BEAR,EXIT
